Auteur,Degré,Communauté
Sérgio Moro,2,267
Stephen F Gull,2,631
"Auld, T.",2,631
Andrew W Moore,2,631
Spyros Gidaris,2,116
Praveer Singh,2,116
Christian Terwiesch,2,439
"Vandergheynst, Pierre",2,35
"Defferrard, Michaël",2,35
"Bresson, Xavier",2,35
david silver,2,39
hado van hasselt,2,39
arthur guez,2,39
alexandra birch,2,38
rico sennrich,2,38
barry haddow,2,38
P. Mitra,2,897
V. Talwar,2,897
Chris D. Frith,2,247
James M. Kilner,2,247
Pingzhi Fan,2,178
Sida D. Wang,2,4
"Dieleman, Sander",2,10
Amanpreet Singh,2,249
Alex Warstadt,2,249
Gerald Matthews,2,630
Raja Parasuraman,2,630
Joel S. Warm,2,630
Yanjun Qi,2,221
Weilin Xu,2,221
David Evans,2,221
Peter Shaw,2,4
Donald S. Williamson,2,189
"Soudry, Daniel",2,622
"Hubara, Itay",2,622
"Hoffer, Elad",2,622
Joni-Kristian Kamarainen,2,628
Jarmo Ilonen,2,628
S. K. Pal,2,897
Zhanshan Wang,2,804
Yuanzhi Li,2,6
jimeng sun,2,333
mohammad taha bahadori,2,333
edward choi,2,333
Nitish Shirish Keskar,2,249
Zhao Yin,2,330
Yuhao Chen,2,330
Martin Haenggi,2,332
Hesham ElSawy,2,332
Ekram Hossain,2,332
Jan Peters,2,4
Pulkit Agrawal,2,6
João Carreira,2,6
Ian D. Reid 0001,2,223
Vijay Kumar BG,2,223
Ravi Garg,2,223
Mihalis A. Nicolaou,2,76
Hatice Gunes,2,76
Dan Alistarh,2,3
Antonio Polino,2,3
Aleksandar Jovičic,2,449
K. Letaief,2,208
R. Mallik,2,208
Harrison A Edwards,2,445
Carl Doersch,2,6
Tomoharu Nagao,2,781
Shinichi Shirakawa,2,781
Masanori Suganuma,2,781
Wey-Shiuan Hwang,2,780
Yilu Zhang,2,780
Juyang Weng,2,780
Jose C. Principe,2,450
Liuqing Yang,2,450
Dongliang Duan,2,450
A. Jovicic,2,449
Pramod Viswanath,2,449
Eero P. Simoncelli,2,11
Valero Laparra,2,11
Frank L Lewis,2,453
Asma Al-Tamimi,2,453
Jesse Rissman,2,183
Adam Gazzaley,2,183
Abdelsamea Mohammed M.,2,607
Chunlei Liu,2,70
Bing Wu,2,70
P. S. Sastry,2,783
Himanshu Kumar,2,783
Aritra Ghosh,2,783
Lawrence A. Shepp,2,615
Pedro C. Pinto,2,615
Moe Z. Win,2,615
"Sun, C.",2,613
"He, W.",2,613
"Dong, Y.",2,613
Abbas Asmaa,2,607
Bart De Moor,2,603
Joos Vandewalle,2,603
Victor Zhong,2,249
Kathy Wachter,2,610
Young Hoon Kim,2,610
Dan J. Kim,2,610
Gaber Mohamed Medhat,2,607
Susan Reading,2,890
Tor D. Wager,2,890
John Jonides,2,890
Nicole A. Lazar,2,47
Christopher R. Genovese,2,47
sepp hochreiter,2,46
thomas unterthiner,2,46
Daniel Quang,2,10
Greg Wayne,2,10
John Berkowitz,2,110
Johan A. K. Suykens,2,603
Narin Ali,2,228
Kaya Ceren,2,228
H. Handels,2,225
M. Egmont-Petersen,2,225
D. de Ridder,2,225
Djork-Arné Clevert,2,46
Yannis Manolopoulos,2,456
Efstathios Kirkos,2,456
Charalambos Spathis,2,456
Tülay Adali,2,3
Jingyu Liu,2,3
"Murray, Iain",2,459
"Pavlakou, Theo",2,459
"Papamakarios, George",2,459
Abigail Morrison,2,601
Zheng Hui,2,792
Xiumei Wang,2,792
Wei Tang,2,103
Jianxin Wu,2,103
"Doyle, L.E.",2,602
"Sutton, P.D.",2,602
"Nolan, K.E.",2,602
Bernard Voon Ee How,2,525
Mou Chen,2,525
Shaul Fox,2,600
Yair Amichai-Hamburger,2,600
Galit Wainapel,2,600
Yifei Chen,2,10
Emre Sargin,2,97
Paul Covington,2,97
Jay Adams,2,97
Yongle Wu,2,167
Scott H. Johnson-Frey,2,637
Kenneth R. Leslie,2,637
Pamuk Ziynet,2,228
Sungroh Yoon,2,233
Seonwoo Min,2,233
Byunghan Lee,2,233
Yunhong Wang,2,232
Zhengxin Zhang,2,232
Qingjie Liu,2,232
Wulfram Gerstner,2,601
Masashi Sugiyama,2,151
Pall Oskar Gislason,2,457
Ran Tao,2,10
Lorenzo Bruzzone,2,312
Steven M. Seitz,2,463
Feng Liu,2,795
Simon Niklaus,2,795
Long Mai,2,795
Tao Lei,2,596
Regina Barzilay,2,596
Biing Hwang Juang,2,6
K.J. Ray Liu,2,167
Andrzej Skowron,2,101
Jason Gauci,2,63
David B. D'Ambrosio,2,63
L. Harrison,2,50
"LeCun, Yann",2,49
"Zhao, Junbo",2,49
"Zhang, Xiang",2,49
Jonathan D Power,2,467
Bradley L Schlaggar,2,467
Rufin van Rullen,2,181
Brandon Van Der Heide,2,465
Patric R. Spence,2,465
"Zhao, Cong",2,799
"Lin, Xiaofan",2,799
Shay B. Cohen,2,324
Shashi Narayan,2,324
Jianwei Yang,2,17
Yishay Mansour,2,249
Michael J. Kearns,2,249
Shou-Yang Wang,2,240
Yoshiteru Nakamori,2,240
Wei Huang,2,240
Chris Christodoulou,2,588
Chrisina Draganova,2,588
Andreas Lanitis,2,588
Chunhua Sun,2,208
Meire Fortunato,2,4
Lei Chen,2,107
orhan firat,2,40
kyunghyun cho,2,40
Orkun Tunçel,2,801
Kerem Altun,2,801
Billur Barshan,2,801
jonathon shlens,2,82
"Pan, Wei",2,799
David Westerman,2,465
Ira Kemelmacher-Shlizerman,2,463
Supasorn Suwajanakorn,2,463
Arnold W. M. Smeulders,2,10
Leon A. Gatys,2,53
Alexander S. Ecker,2,53
Shakir Mohamed,2,10
Jeff Moehlis,2,811
Abigail See,2,4
John M. Ollinger,2,183
Daniel A. Handwerker,2,183
Xuanjing Huang,2,242
Xipeng Qiu,2,242
Pengfei Liu,2,242
Yongqiang Wang,2,76
Michael L. Seltzer,2,76
Joni Dambre,2,10
Kyle W. Willett,2,10
Walter Schneider,2,809
Y Liang,2,248
S Arora,2,248
Chaitanya Ekanadham,2,249
Alfredo Canziani,2,156
ruslan salakhutdinov,2,581
shikhar sharma,2,581
ryan kiros,2,581
C. Neil Macrae,2,580
Mahzarin R. Banaji,2,580
Jason P. Mitchell,2,580
Eric Brown,2,811
Henrik I. Christensen,2,876
Takashi Yokomori,2,470
Mihai Ionescu,2,470
Gheorghe Păun,2,470
Tugrul U. Daim,2,469
Gulgun Kayakutlu,2,469
Erkam Guresen,2,469
Steven E Petersen,2,467
David Daniel Cox,2,474
William Edward Lotter,2,474
Gabriel Kreiman,2,474
Frank E. Curtis,2,3
Anshul Kundaje,2,90
Peyton Greenside,2,90
Avanti Shrikumar,2,90
Christoph Feichtenhofer,2,10
Axel Pinz,2,10
Jiexiong Tang,2,107
Chenwei Deng,2,107
T Ma,2,248
Paul M. Hubel,2,578
Steven D. Hordley,2,578
Graham D. Finlayson,2,578
sicheng zhao,2,813
yasi wang,2,813
hongxun yao,2,813
Han Zhang,2,570
Samuel D. Bond,2,570
Dezhi Yin,2,570
Carlos Guestrin,2,569
Tianqi Chen,2,569
Emily B. Fox,2,569
Michael Zollhöfer,2,280
Jorge Nocedal,2,3
Fabien Michel,2,472
Olivier Gutknecht,2,472
Jacques Ferber,2,472
Eric T. G. Wang,2,54
Simone Frintrop,2,876
Erich Rome,2,876
Claire Cardie,2,873
Xinya Du,2,873
Vijayaditya Peddinti,2,310
Dilip Krishnan,2,6
Xiaowen Chu,2,568
Xin He,2,568
Kaiyong Zhao,2,568
"Dittenbach, M.",2,814
"Rauber, A.",2,814
"Merkl, D.",2,814
Fabio Roli,2,308
manjunath kudlur,2,142
samy bengio,2,142
Junru Shao,2,873
Zhihua Qu,2,453
Hongwei Zhang,2,453
"Bach, Francis",2,871
"Oyallon, Edouard",2,871
Tomasz Malisiewicz,2,249
Daniel DeTone,2,249
I. Elamvazuthi,2,259
Mumtaj Begam,2,259
Lindasalwa Muda,2,259
Ray J. Tsai,2,252
Sheng Wu,2,252
Cathy S. Lin,2,252
Rajeev Ranjan,2,251
Chen Chen,2,819
Liu Mengyuan,2,819
Liu Hong,2,819
johan perols,2,823
anol bhattacherjee,2,823
Tal Linzen,2,249
Emmanuel Dupoux,2,249
Lifeng Shang,2,126
Yuan Luo,2,262
Liang Yao,2,262
Chengsheng Mao,2,262
C Daniel Batson,2,138
"Chizat, Lénaïc",2,871
Jian-Qiao Sun,2,28
Qian Ding,2,28
Rainer Goebel,2,478
Elia Formisano,2,478
Alard Roebroeck,2,478
Maximilian Ilse,2,83
Jakub M. Tomczak,2,83
Alexander F. Gelbukh,2,482
Dengxin Dai,2,400
Christos Sakaridis,2,400
M. Mata,2,824
J.M a Armingol,2,824
J Dopazo,2,555
J Herrero,2,555
A Valencia,2,555
Claudio Mattiussi,2,554
Peter Durr,2,554
Dario Floreano,2,554
Stefan Falkner,2,5
Aaron Klein,2,5
A. de la Escalera,2,824
clive sanford,2,823
Tan Mingxing,2,84
Pang Ruoming,2,84
T. J. Sejnowski,2,86
M. S. Bartlett,2,86
J. R. Movellan,2,86
"David, Jean-Pierre",2,22
"Courbariaux, Matthieu",2,22
Le Quoc V.,2,84
Philip L. Jackson,2,138
Andrew N. Meltzoff,2,138
feifei li,2,265
justin p johnson,2,265
andrej karpathy,2,265
"Tasdizen, Tolga",2,551
Abubakar Abid,2,832
"Sajjadi, Mehdi",2,551
"Javanmardi, Mehran",2,551
Yin Li,2,126
Dmitry Vetrov,2,548
Dmitry Molchanov,2,548
Arsenii Ashukha,2,548
Georg Heigold,2,4
Guoguo Chen,2,4
Jefersson Alex dos Santos,2,492
Otávio Augusto Bizetto Penatti,2,492
Keiller Nogueira,2,492
Philip S. Yu,2,491
Vahid Noroozi,2,491
Lei Zheng,2,491
Henry Markram,2,66
Wolfgang Maass,2,66
Eric Jang,2,4
luger george f preface bystubblefield william a,2,65
George F. Luger,2,65
G. Lugger,2,65
P Redgrave,2,865
T J Prescott,2,865
K Gurney,2,865
Julie Onton,2,181
Junlin Hu,2,545
Jiwen Lu,2,545
Suk Heung-Il,2,260
Lee Seong-Whan,2,260
Amir Sadeghian,2,11
Phan-Minh Nguyen,2,835
Song Mei,2,835
Andrea Montanari,2,835
Ravi Ramamoorthi,2,833
Ting-Chun Wang,2,833
Nima Khademi Kalantari,2,833
James Y. Zou,2,832
Amirata Ghorbani,2,832
Rohan Doshi,2,837
Noah Apthorpe,2,837
Min Tan,2,836
Zeng-Guang Hou,2,836
Long Cheng,2,836
V. Tarokh,2,268
P. Mitran,2,268
N. Devroye,2,268
Guodong Zhao,2,6
"Hafner, V.V.",2,546
"Oudeyer, P.-Y.",2,546
"Kaplan, F.",2,546
Yap-Peng Tan,2,545
"Newell, Alejandro",2,540
"Huang, Zhiao",2,540
Chieh-Jen Wang,2,539
Mu-Chen Chen,2,539
Cheng-Lung Huang,2,539
"Lin, Tsung-Yi",2,10
"Ghiasi, Golnaz",2,10
Hao Quan,2,838
Dipti Srinivasan,2,838
Nick Feamster,2,837
Ranjan K. Mallik,2,208
Francisco Herrera,2,863
Rosa M. RodríGuez,2,863
Luis MartıNez,2,863
Hans J Markowitsch,2,862
Matthias Brand,2,862
Kirsten Labudda,2,862
Johannes Klicpera,2,500
Xuemin Shen,2,496
Qian Zhang,2,496
Juncheng Jia,2,496
H. C. Watson,2,69
S. K. Halgamuge,2,69
Ashwin Paranjape,2,117
Julia A. Schnabel,2,52
Alejandro F. Frangi,2,52
Zhedong Zheng,2,30
Zoubin Ghahramani,2,273
Yarin Gal,2,273
Riashat Islam,2,273
Qiaozhu Mei,2,537
Meng Qu,2,537
Jian Tang,2,537
"Deng, Jia",2,540
Rafael M&uuml;ller,2,4
R. Srikant,2,78
Monica Agrawal,2,117
Wenjie Luo,2,3
Alexander G. Schwing,2,3
Narasimhan Sundararajan,2,107
P Saratchandran,2,107
A. Ratnaweera,2,69
Michel A Westenberg,2,861
Nicolai Petkov,2,861
Cosmin Grigorescu,2,861
David Sander,2,502
Ondrej Chum,2,504
Giorgos Tolias,2,504
Filip Radenovic,2,504
Klaus R Scherer,2,502
Didier Grandjean,2,502
Christian Keysers,2,860
Mbemba Jabbi,2,860
Marte Swart,2,860
Xiao-Li Li,2,849
Peilin Zhao,2,849
Giduthuri Sateesh Babu,2,849
Amir Houmansadr,2,154
Milad Nasr,2,154
Cong Wang,2,525
Pascal Vincent,2,3
Jón Atli Benediktsson,2,457
Kai Sheng Tai,2,249
Shiyu Liang,2,78
Florian Metze,2,520
Yajie Miao,2,520
Mohammad Gowayyed,2,520
Christopher Bongsoo Choy,2,11
Jón Aevar Palmason,2,457
D. Roose,2,524
T. Luzyanina,2,524
K. Engelborghs,2,524
Hongyu Li,2,523
Ying Shen,2,523
Lin Zhang,2,523
Martial Hebert,2,4
C. Lawrence Zitnick,2,4
Jung-Min Park,2,517
Wilson P. GaviãO Neto,2,516
Rodrigo Moraes,2,516
JoãO Francisco Valiati,2,516
Xiao Xiang Zhu,2,150
Lichao Mou,2,150
"Lakshminarayanan, Balaji",2,10
Özgür Ergül,2,853
Özgür B. Akan,2,853
Jacob Steinhardt,2,117
Aditi Raghunathan,2,117
O. Karli,2,853
Joseph S. Valacich,2,859
Xin Li,2,859
Traci J. Hess,2,859
Feifei Zhai,2,3
Mark P Waller,2,293
Rosalind W Picard,2,509
Nicholas C Swenson,2,509
Ming-Zher Poh,2,509
Lysander Shen,2,511
Yu-Chen Chen,2,511
Rong-An Shang,2,511
Mike Preuss,2,293
Marwin H S Segler,2,293
Christos Louizos,2,83
Holger Regenbrecht,2,514
Frank Friedmann,2,514
E. Thomas Schubert,2,514
"Telgarsky, Matus J.",2,513
"Foster, Dylan J.",2,513
"Bartlett, Peter L.",2,513
J. H. Reed,2,517
Ruiliang Chen,2,517
ronan sicre,2,122
giorgos tolias,2,122
yoram singer,2,386
moritz hardt,2,386
benjamin recht,2,386
David Wagner,2,385
Yuval Ishai,2,385
Amit Sahai,2,385
Larry D. Rosen,2,377
L. Mark Carrier,2,377
"Jacot, Arthur",2,153
"Gabriel, Franck",2,153
Nicholas Léonard,2,3
Rolf Kötter,2,21
Giulio Tononi,2,21
Franck Gabriel,2,153
Arthur Jacot,2,153
Robert W. Brodersen,2,155
Shridhar Mubaraq Mishra,2,155
D. Zimbra,2,706
M. Ghiassi,2,706
J. Skinner,2,706
Cheryl L. Grady,1,204
D Y von Cramon,1,705
M Ullsperger,1,705
Markos Markou,1,157
Vitaly Shmatikov,1,154
Y Amichai-Hamburger,1,923
Alan C. Schultz,1,384
Michael A. Goodrich,1,384
Roman W. Swiniarski,1,101
Duy Nguyen-Tuong,1,4
Alessio Zappone,1,926
Ji Feng,1,103
Stephan Dreiseitl,1,162
He Zhang,1,251
Kevin Gimpel,1,4
Sameer Singh,1,157
Lucila Ohno-Machado,1,162
Daoqiang Zhang,1,30
Jeremy D. Schmahmann,1,696
Catherine J. Stoodley,1,696
E Ben-Artzi,1,923
Yingjie Zhang,1,12
Steve Horvath,1,15
Peter Langfelder,1,15
Thomas G. Dietterich,1,4
K. J. Ray Liu,1,167
Robert Willison,1,481
Olivier David,1,691
F. E.H. Tay,1,275
Pawel Liskowski,1,532
Krzysztof Krawiec,1,532
Luiz A. Baccalá,1,278
Koichi Sameshima,1,278
Christos Davatzikos,1,30
Viveck R. Cadambe,1,88
L. J. Cao,1,275
"Foody, G.M.",1,506
Ajay Mathur,1,506
Brian M. Sadler,1,70
Howard C. Card,1,848
Bradley D. Brown,1,848
Radha K. Mahapatra,1,847
Indranil Bose,1,847
Karel Lenc,1,10
Nian Liu,1,402
Wei Shao,1,538
Demetri Terzopoulos,1,538
Manolis Delakis,1,543
Raafat Saadé,1,272
Bouchaib Bahli,1,272
Yonatan Bisk,1,44
M. P. Kazmierkowski,1,498
G. S. Buja,1,498
Takayuki Nishio,1,495
Alexandru Niculescu-Mizil,1,79
Vikas Yadav,1,844
Steven Bethard,1,844
Shigeru Shinomoto,1,843
Hideaki Shimazaki,1,843
Guanbin Li,1,529
C D Frith,1,484
Jesper E. van Engelen,1,305
Gianluca Pollastri,1,869
Aoife McLysaght,1,869
"Chen, Yixin",1,301
Robert Chia,1,64
Haridimos Tsoukas,1,64
Risto Miikkulainen,1,63
Ryo Yonetani,1,495
Xiaolong Wang,1,6
"Zhang, Muhan",1,301
jennie si,1,544
Serge O. Dumoulin,1,834
Brian A. Wandell,1,834
Yu-Tsung Wang,1,544
Diego Marcheggiani,1,83
Piotr D. Adamczyk,1,553
Brian P. Bailey,1,553
Venu G. Gudise,1,827
Ganesh K. Venayagamoorthy,1,827
Christian Igel,1,830
Asja Fischer,1,830
T H Linh,1,828
S Osowski,1,828
Lingxi Xie,1,11
Peter Foreman,1,550
David A. Whetten,1,550
Hubert Cecotti,1,549
Axel Gräser,1,549
Frank Van Overwalle,1,486
Sebastian Padó,1,324
C Farrer,1,484
Gil Levi,1,254
Lotfi A. Zadeh,1,186
Giorgio Giacinto,1,308
John P. Charlton,1,557
Ian D. W. Danforth,1,557
Jie Huang,1,264
Dan Wang,1,264
Katrina A. See,1,257
John D. Lee,1,257
Holger H. Hoos,1,305
Lutz Bornmann,1,489
Hans-Dieter Daniel,1,489
Jessica A. Grahn,1,47
Neil C. Ramiller,1,487
E. Burton Swanson,1,487
Kris Baetens,1,486
David Enke,1,817
Pedro Domingos,1,76
Morten Nielsen,1,566
Massimo Andreatta,1,566
"Itti, Laurent",1,565
"Baldi, Pierre",1,565
Battista Biggio,1,308
Dimitrios Ververidis,1,307
Constantine Kotropoulos,1,307
Inna Dubchak,1,306
Chris H. Q. Ding,1,306
Ilya Loshchilov,1,5
Filip Ponulak,1,872
Andrzej J. Kasinski,1,872
Frederic Morin,1,3
Tal Hassncer,1,254
Bill Hillier,1,579
Jason M. Chein,1,809
Shige Makino,1,574
Daphne Yiu,1,574
Willemijn van Dolen,1,573
Tibert Verhagen,1,573
Jens Frahm,1,473
Robert F. Murphy,1,874
Michael V. Boland,1,874
Mehdi Khashei,1,477
Mehdi Bijari,1,477
Ian Sommerville,1,309
Gordon Baxter,1,309
Daniel A. Jiménez,1,818
Calvin Lin,1,818
Suraphan Thawornwong,1,817
Sergio Verdú,1,94
Antonia Maria Tulino,1,94
Nils Bertschinger,1,66
William J. Knottenbelt,1,583
Hei Law,1,87
Michael W. Cole,1,809
"Yuan, Yang",1,735
jure žbontar,1,152
Shinichi Iida,1,579
Michael Zhu,1,137
Plamen P Angelov,1,476
Dimitar P Filev,1,476
Sabine Hofer,1,473
Roger Ratcliff,1,89
Gail McKoon,1,89
Jia Deng,1,87
Antonio R. Damasio,1,93
Antoine Bechara,1,93
"Zhang, Tong",1,92
"Johnson, Rie",1,92
hyeonseob nam,1,95
bohyung han,1,95
E. S. Sousa,1,313
A. Ghasemi,1,313
Hao Yu,1,880
Bogdan M. Wilamowski,1,880
Travis Dierks,1,879
Sarangapani Jagannathan,1,879
Tae Soo Kim,1,878
Austin Reiter,1,878
Yaniv Assaf,1,806
Peter J Basser,1,806
Shuohang Wang,1,51
Jason P. Lerch,1,173
Rakesh Kumar Jha,1,236
Akhil Gupta,1,236
Menon V,1,235
Levitin D J,1,235
Zdzislaw Pawlak,1,101
Zenghui Wang,1,98
Wenguan Wang,1,28
Pengcheng Yin,1,883
Graham Neubig,1,883
Greta L. Polites,1,466
Elena Karahanna,1,466
G. Ganesan,1,6
Kyriakos G. Vamvoudakis,1,453
Jack Kelly,1,583
David W. Opitz,1,461
Andries Petrus Engelbrecht,1,106
Marc-oliver Gewaltig,1,601
Waseem Rawat,1,98
Min-Ling Zhang,1,103
thien huu nguyen,1,887
ralph grishman,1,887
Sam Wiseman,1,44
Stephan Hamann,1,886
Sang Hee Kim,1,886
Gustavo Camps-Valls,1,312
M. Ismail Gursoy,1,311
Abdulhamit Subasi,1,311
Ryan Adams,1,3
Xia Li,1,462
Anthony Gar-on Yeh,1,462
Andrew Burton-Jones,1,454
Min Qi,1,325
G. Peter Zhang,1,325
Philippe Besnard,1,789
Anthony Hunter,1,789
Śaunak Sen,1,788
Zhizhong Li,1,109
Derek Hoiem,1,109
F. vandenBergh,1,106
Dirk Ormoneit,1,788
Yingli Tian,1,316
Longlong Jing,1,316
Liming Zhang,1,315
Chenlei Guo,1,315
Gerd Gigerenzer,1,319
Richard Maclin,1,461
hakan bilen,1,616
andrea vedaldi,1,616
Fereshteh Sadeghi,1,4
Joseph T Devlin,1,606
Cathy J Price,1,606
Hee-dong Yang,1,423
Iain Brown,1,605
Christophe Mues,1,605
Young-Chan Lee,1,609
Jae H. Min,1,609
Jun Wang,1,889
Jinde Cao,1,889
"Kwak, Nojun",1,320
Chong-Ho Choi,1,320
Henry Brighton,1,319
Detmar W. Straub,1,454
Catie Chang,1,471
Terrance Devries,1,111
Graham W. Taylor,1,111
Zhaozheng Yin,1,779
Wenchao Jiang,1,779
Robert L. Savoy,1,429
Venugopal V. Veeravalli,1,778
Jayakrishnan Unnikrishnan,1,778
Yian-Kui Liu,1,113
P. Ravi Kumar,1,326
Martin Simonovsky,1,116
Jeff Mitchell,1,324
Utpal M. Dholakia,1,452
Richard P. Bagozzi,1,452
Orit Shaer,1,784
Eva Hornecker,1,784
O. L. Mangasarian,1,621
Dimitri P. Bertsekas,1,620
Angelia Nedic,1,620
Roger B. Grosse,1,4
Janardan Misra,1,618
Indranil Saha,1,618
Yupeng Zhang,1,222
Payman Mohassel,1,222
T. Yucek,1,41
H. Arslan,1,41
Kenneth Heafield,1,893
Alham Fikri Aji,1,893
Nie Nie,1,447
Cristina Comaniciu,1,447
Rebecca Knowles,1,328
Philipp Koehn,1,328
Michael Wand,1,219
Chuan Li,1,219
Sidney D'Mello,1,218
Rafael A. Calvo,1,218
Andrea Kleinsmith,1,777
Ozan Öktem,1,774
Jonas Adler,1,774
"Niyato, D.",1,627
"Hossain, E.",1,627
Douglas Eck,1,10
Jeff Yan,1,896
Ahmad Salah El Ahmad,1,896
Wei-Long Zheng,1,331
Baoding Liu,1,113
Nadia Bianchi-Berthouze,1,777
Yuh-Jye Lee,1,621
M. Cevdet Ince,1,766
Naveen Chilamkurti,1,636
Abebe Abeshu Diro,1,636
Hongyang Gao,1,30
André Kushniruk,1,770
Mehdi Noroozi,1,115
"Mnih, Andriy",1,633
"Kavukcuoglu, Koray",1,633
Paolo Favaro,1,115
Nora Leonardi,1,409
Sarthak Jain,1,12
K J Friston,1,438
Greg Mori,1,898
Frederick Tung,1,898
Ulrike Cress,1,772
Joachim Kimmerle,1,772
Anne Beaudry,1,344
Alain Pinsonneault,1,344
James G Phillips,1,435
Adriana Bianchi,1,435
Mohit Bansal,1,902
Jonathan D Zwi,1,21
yi du,1,339
Roberta Lamb,1,338
Rob Kling,1,338
Tsendsuren Munkhdalai,1,442
Hong Yu,1,442
Claudia Cormio,1,23
Xu-Ying Liu,1,103
"Alvarez Melis, David",1,596
Soraia M. Alarcão,1,758
Murat Karabatak,1,766
Jianhua Tao,1,178
Sébastien Marcel,1,752
José del R. Millán,1,752
Manuel J. Fonseca,1,758
Peyman Milanfar,1,755
Hossein Talebi Esfandarani,1,755
Qun Song,1,213
N. K. Kasabov,1,213
Tom Heskes,1,644
Bart Bakker,1,644
Randy C. Paffenroth,1,351
Amit Agarwal,1,76
Yen-Chun Chen,1,902
Dongyu Meng,1,212
Nicolas Le Roux,1,3
Shlomo Shamai,1,88
Cemil Kirbas,1,751
Justin Salamon,1,211
Juan Pablo Bello,1,211
Ali Rahimi,1,4
Shravan Vasishth,1,650
Richard L. Lewis,1,650
zoubin ghahramani,1,32
yarin gal,1,32
Yoshiaki Hayashi,1,904
Kazuo Kiguchi,1,904
Chong Zhou,1,351
Xi Zhang,1,85
scott gray,1,427
andrew lavin,1,427
I. F. Akyildiz,1,23
"Goldberg, Yoav",1,124
Bülent Yener,1,908
Pengmin Qin,1,253
Prasert Kanawattanachai,1,423
Cha Zhang,1,224
Mohammad Nazeeruddin,1,750
Hesham K. Alfares,1,750
Sam T. Roweis,1,129
"Zhang, Zhilu",1,120
Lawrence K. Saul,1,129
M Jenkinson,1,31
W Sturm,1,906
K Willmes,1,906
X J Wang,1,905
N Brunel,1,905
David A. Wagner,1,34
Francis Quek,1,751
Kimon P. Valavanis,1,661
George S. Atsalakis,1,661
Xiao-Xiao Niu,1,659
Ching Y. Suen,1,659
Neil D. B. Bruce,1,198
John K. Tsotsos,1,198
Dirk Walther,1,197
Christof Koch,1,197
Song-Chun Zhu,1,658
Quan-shi Zhang,1,658
ronen eldan,1,656
ohad shamir,1,656
Long Ma,1,200
Kang G. Shin,1,357
Hyoil Kim,1,357
Timothy Dozat,1,249
Mukta Paliwal,1,418
Meryem Duygun Fethi,1,360
Fotios Pasiouras,1,360
John Sterman,1,743
Hazhir Rahmandad,1,743
Joshua B Tenenbaum,1,664
Charles Kemp,1,664
Simon Haykin,1,81
Evrim Acar,1,908
Sherrie Y. X. Komiak,1,421
Izak Benbasat,1,421
Chei Sian Lee,1,200
Ali H. Shoeb,1,120
Shijun Wang,1,745
Ronald M Summers,1,745
Hui-Yuan Fan,1,628
Tong Zhang,1,364
Rudolph van der Merwe,1,193
Eric A. Wan,1,193
thomas brox,1,740
alexey dosovitskiy,1,740
Taku Kudo,1,131
John Richardson,1,131
Edward Chu Yeow Peh,1,107
Wolfgang Banzhaf,1,737
Veikko Surakka,1,361
Timo Partala,1,361
"Mitola, J.",1,356
"Joseph Mitola, III",1,356
Jonas Mueller,1,355
Aditya Thyagarajan,1,355
Usha A. Kumar,1,418
"Neuper, C.",1,135
Guy J. Brown,1,189
"Zadeh, Lotfi A.",1,186
Maira Gatti,1,3
Naveed Akhtar,1,185
Ajmal S. Mian,1,185
"Farhang-Boroujeny, B.",1,184
Behrouz Farhang-Boroujeny,1,184
Randall C. O'Reilly,1,415
Michael Joshua Frank,1,415
Zhi Tian,1,414
Georgios B. Giannakis,1,414
Lucia Maddalena,1,365
Alfredo Petrosino,1,365
Tong Zhang 0001,1,364
Shelly Xiaonan Wu,1,737
Andreas Bartels,1,179
Rufin Van Rullen,1,181
J. Zico Kolter,1,729
Brandon Amos,1,729
Semir Zeki,1,179
Vincent Aleven,1,405
Hugh Willmott,1,403
Alessia Contu,1,403
Shelia R. Cotten,1,367
Reynol Junco,1,367
Ozan Sener,1,11
Sung-Bae Cho,1,366
Charissa Ann Ronao,1,366
Francisco Javier Ordóñez,1,136
Daniel Roggen,1,136
"Pfurtscheller, G.",1,135
Rafiah Awang,1,721
Matthew C. Stamm,1,720
Belhassen Bayar,1,720
"Ha, David",1,10
"Ghahramani, Zoubin",1,172
"Gal, Yarin",1,172
Hyungtae Lee,1,685
Pedro H. O. Pinheiro,1,3
Mikail Rubinov,1,21
Tamara G. Kolda,1,20
Brett W. Bader,1,20
"Levine, Sergey",1,1
Mattia Marconcini,1,312
Rodrigo Nogueira,1,3
"Hermans, Michiel",1,10
Heidi Johansen-Berg,1,18
Karl J Friston,1,691
"Yuille, Alan L.",1,713
"Chen, Xianjie",1,713
Marcus E. Raichle,1,37
Malik Yousef,1,164
Larry M. Manevitz,1,164
Christoph H. Lampert,1,400
Weihong Deng,1,398
Shan Li,1,398
Douglas N. Greve,1,120
Heesung Kwon,1,685
L. N. De Castro,1,684
J. I. Timmis,1,684
Pang Wei Koh,1,117
quoc le,1,142
Sellappan Palaniappan,1,721
D M Gavrila,1,518
Kyoung-Su Oh,1,927
Keechul Jung,1,927
Sergey Ioffe,1,249
Eduard A. Jorswieck,1,926
Kristin A Cook,1,387
James J Thomas,1,387
Yuriy V. Pershin,1,392
Massimiliano Di Ventra,1,392
S S Ge,1,525
Yuval Pinter,1,701
Sarah Wiegreffe,1,701
Haili Chui,1,11
Ofir Press,1,30
Yuezun Li,1,694
Siwei Lyu,1,694
